time,city,pressure,temperature,descrption
2019-01-09 10:07:03.252000,London,1029,276.06,shower rain
2019-01-09 10:07:05.436000,New+York,1001,278.7,few clouds
2019-01-09 10:07:07.525000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:09.618000,London,1029,276.06,shower rain
2019-01-09 10:07:11.722000,New+York,1001,278.7,few clouds
2019-01-09 10:07:13.821000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:15.913000,London,1029,276.06,shower rain
2019-01-09 10:07:18.225000,New+York,1001,278.7,few clouds
2019-01-09 10:07:20.382000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:22.527000,London,1029,276.06,shower rain
2019-01-09 10:07:24.640000,New+York,1001,278.7,few clouds
2019-01-09 10:07:26.715000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:28.804000,London,1029,276.06,shower rain
2019-01-09 10:07:30.922000,New+York,1001,278.7,few clouds
2019-01-09 10:07:33.004000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:35.085000,London,1029,276.06,shower rain
2019-01-09 10:07:37.168000,New+York,1001,278.7,few clouds
2019-01-09 10:07:39.249000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:41.347000,London,1029,276.06,shower rain
2019-01-09 10:07:43.429000,New+York,1001,278.7,few clouds
2019-01-09 10:07:45.704000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:47.832000,London,1029,276.06,shower rain
2019-01-09 10:07:49.917000,New+York,1001,278.7,few clouds
2019-01-09 10:07:52.011000,Tokyo,1023,276.71,clear sky
2019-01-09 10:07:54.087000,London,1029,276.06,shower rain
2019-01-09 10:07:56.165000,New+York,1001,278.7,few clouds
2019-01-09 10:07:58.255000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:00.340000,London,1029,276.06,shower rain
2019-01-09 10:08:02.510000,New+York,1001,278.7,few clouds
2019-01-09 10:08:04.612000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:06.707000,London,1029,276.06,shower rain
2019-01-09 10:08:08.793000,New+York,1001,278.7,few clouds
2019-01-09 10:08:10.874000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:12.956000,London,1029,276.06,shower rain
2019-01-09 10:08:15.105000,New+York,1001,278.7,few clouds
2019-01-09 10:08:17.238000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:19.322000,London,1029,276.06,shower rain
2019-01-09 10:08:21.410000,New+York,1001,278.7,few clouds
2019-01-09 10:08:23.504000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:25.608000,London,1029,276.06,shower rain
2019-01-09 10:08:27.907000,New+York,1001,278.7,few clouds
2019-01-09 10:08:28.342000,London,1029,276.06,shower rain
2019-01-09 10:08:30.046000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:30.623000,New+York,1001,278.7,few clouds
2019-01-09 10:08:32.184000,London,1029,276.06,shower rain
2019-01-09 10:08:32.694000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:34.270000,New+York,1001,278.7,few clouds
2019-01-09 10:08:34.764000,London,1029,276.06,shower rain
2019-01-09 10:08:36.382000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:36.826000,New+York,1001,278.7,few clouds
2019-01-09 10:08:38.912000,Tokyo,1023,276.71,clear sky
2019-01-09 10:08:40.979000,London,1029,276.06,shower rain
2019-01-09 10:08:43.163000,New+York,1001,278.7,few clouds
2019-01-09 10:14:53.223000,London,1029,276.06,shower rain
2019-01-09 10:14:55.337000,New+York,1001,278.64,clear sky
2019-01-09 10:14:57.404000,Tokyo,1023,276.71,clear sky
2019-01-09 10:14:59.677000,London,1029,276.06,shower rain
2019-01-09 10:15:01.836000,New+York,1001,278.64,clear sky
2019-01-09 10:15:03.918000,Tokyo,1023,276.71,clear sky
2019-01-09 10:15:05.997000,London,1029,276.06,shower rain
2019-01-09 10:15:08.063000,New+York,1001,278.64,clear sky
2019-01-09 10:15:10.153000,Tokyo,1023,276.71,clear sky
2019-01-09 10:15:12.239000,London,1029,276.06,shower rain
2019-01-09 10:15:14.451000,New+York,1001,278.64,clear sky
2019-01-09 10:15:16.517000,Tokyo,1023,276.71,clear sky
2019-01-09 10:15:18.591000,London,1029,276.06,shower rain
2019-01-09 10:15:20.662000,New+York,1001,278.64,clear sky
2019-01-09 10:15:22.725000,Tokyo,1023,276.71,clear sky
2019-01-09 10:15:24.804000,London,1029,276.06,shower rain
2019-01-09 10:15:26.908000,New+York,1001,278.64,clear sky
2019-01-09 10:15:35.536000,London,1029,276.06,shower rain
2019-01-09 10:15:37.609000,New+York,1001,278.64,clear sky
2019-01-09 10:15:39.745000,Tokyo,1023,276.71,clear sky
2019-01-09 10:15:42.062000,London,1029,276.06,shower rain
2019-01-09 10:15:43.586000,London,1029,276.06,shower rain
2019-01-09 10:15:44.242000,New+York,1001,278.64,clear sky
2019-01-09 10:15:45.664000,New+York,1001,278.64,clear sky
2019-01-09 10:15:46.593000,Tokyo,1023,276.71,clear sky
2019-01-09 10:15:47.744000,Tokyo,1023,276.71,clear sky
2019-01-09 10:15:48.670000,London,1029,276.06,shower rain
2019-01-09 10:15:49.831000,London,1029,276.06,shower rain
2019-01-09 10:15:50.771000,New+York,1001,278.64,clear sky
2019-01-09 10:15:52.008000,New+York,1001,278.64,clear sky
2019-01-09 10:15:54.093000,Tokyo,1023,276.71,clear sky
2019-01-09 10:17:17.750000,London,1029,276.06,shower rain
2019-01-09 10:17:19.839000,New+York,1001,278.64,clear sky
2019-01-09 10:17:22.158000,Tokyo,1023,276.21,clear sky
2019-01-09 10:17:24.633000,London,1029,276.06,shower rain
2019-01-09 10:17:26.724000,New+York,1001,278.64,clear sky
2019-01-09 10:17:28.834000,Tokyo,1023,276.21,clear sky
2019-01-09 10:17:30.917000,London,1029,276.06,shower rain
2019-01-09 10:17:33.059000,New+York,1001,278.64,clear sky
2019-01-09 10:17:35.153000,Tokyo,1023,276.21,clear sky
2019-01-09 10:17:37.471000,London,1029,276.06,shower rain
2019-01-09 10:18:14.220000,London,1029,276.06,shower rain
2019-01-09 10:18:16.302000,New+York,1001,278.64,clear sky
2019-01-09 10:18:18.380000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:20.505000,London,1029,276.06,shower rain
2019-01-09 10:18:21.671000,London,1029,276.06,shower rain
2019-01-09 10:18:22.666000,New+York,1001,278.64,clear sky
2019-01-09 10:18:23.740000,New+York,1001,278.64,clear sky
2019-01-09 10:18:24.744000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:25.810000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:26.844000,London,1029,276.06,shower rain
2019-01-09 10:18:27.882000,London,1029,276.06,shower rain
2019-01-09 10:18:28.931000,New+York,1001,278.64,clear sky
2019-01-09 10:18:29.962000,New+York,1001,278.64,clear sky
2019-01-09 10:18:31.047000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:32.045000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:33.133000,London,1029,276.06,shower rain
2019-01-09 10:18:34.143000,London,1029,276.06,shower rain
2019-01-09 10:18:35.494000,New+York,1001,278.64,clear sky
2019-01-09 10:18:36.372000,New+York,1001,278.64,clear sky
2019-01-09 10:18:37.852000,London,1029,276.06,shower rain
2019-01-09 10:18:37.860000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:38.439000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:39.931000,London,1029,276.06,shower rain
2019-01-09 10:18:40.509000,London,1029,276.06,shower rain
2019-01-09 10:18:42.059000,New+York,1001,278.64,clear sky
2019-01-09 10:18:42.576000,New+York,1001,278.64,clear sky
2019-01-09 10:18:44.146000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:44.643000,Tokyo,1023,276.21,clear sky
2019-01-09 10:18:46.718000,London,1029,276.06,shower rain
2019-01-09 10:18:48.993000,New+York,1001,278.64,clear sky
2019-01-09 10:24:45.728000,London,1029,276.06,shower rain
2019-01-09 10:24:47.827000,New+York,1001,278.7,clear sky
2019-01-09 10:24:50.148000,Tokyo,1023,276.21,clear sky
2019-01-09 10:24:52.293000,London,1029,276.06,shower rain
2019-01-09 10:24:54.383000,New+York,1001,278.7,clear sky
2019-01-09 10:24:56.464000,Tokyo,1023,276.21,clear sky
2019-01-09 10:24:58.542000,London,1029,276.06,shower rain
2019-01-09 10:25:00.623000,New+York,1001,278.7,clear sky
2019-01-09 10:25:02.722000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:04.998000,London,1029,276.06,shower rain
2019-01-09 10:25:07.311000,New+York,1001,278.7,clear sky
2019-01-09 10:25:09.393000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:11.483000,London,1029,276.06,shower rain
2019-01-09 10:25:13.563000,New+York,1001,278.7,clear sky
2019-01-09 10:25:15.651000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:17.724000,London,1029,276.06,shower rain
2019-01-09 10:25:19.834000,New+York,1001,278.7,clear sky
2019-01-09 10:25:21.994000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:24.089000,London,1029,276.06,shower rain
2019-01-09 10:25:26.162000,New+York,1001,278.7,clear sky
2019-01-09 10:25:28.235000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:30.345000,London,1029,276.06,shower rain
2019-01-09 10:25:32.415000,New+York,1001,278.7,clear sky
2019-01-09 10:25:34.715000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:36.840000,London,1029,276.06,shower rain
2019-01-09 10:25:38.928000,New+York,1001,278.7,clear sky
2019-01-09 10:25:41.005000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:43.085000,London,1029,276.06,shower rain
2019-01-09 10:25:45.163000,New+York,1001,278.7,clear sky
2019-01-09 10:25:47.384000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:49.649000,London,1029,276.06,shower rain
2019-01-09 10:25:51.729000,New+York,1001,278.7,clear sky
2019-01-09 10:25:53.806000,Tokyo,1023,276.21,clear sky
2019-01-09 10:25:55.884000,London,1029,276.06,shower rain
2019-01-09 10:25:57.950000,New+York,1001,278.7,clear sky
2019-01-09 10:26:00.039000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:02.261000,London,1029,276.06,shower rain
2019-01-09 10:26:04.384000,New+York,1001,278.7,clear sky
2019-01-09 10:26:06.451000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:08.541000,London,1029,276.06,shower rain
2019-01-09 10:26:10.612000,New+York,1001,278.7,clear sky
2019-01-09 10:26:12.689000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:14.767000,London,1029,276.06,shower rain
2019-01-09 10:26:17.001000,New+York,1001,278.7,clear sky
2019-01-09 10:26:19.144000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:21.211000,London,1029,276.06,shower rain
2019-01-09 10:26:23.283000,New+York,1001,278.7,clear sky
2019-01-09 10:26:25.361000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:27.452000,London,1029,276.06,shower rain
2019-01-09 10:26:29.522000,New+York,1001,278.7,clear sky
2019-01-09 10:26:31.615000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:33.782000,London,1029,276.06,shower rain
2019-01-09 10:26:35.862000,New+York,1001,278.7,clear sky
2019-01-09 10:26:37.945000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:40.042000,London,1029,276.06,shower rain
2019-01-09 10:26:42.121000,New+York,1001,278.7,clear sky
2019-01-09 10:26:44.464000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:46.674000,London,1029,276.06,shower rain
2019-01-09 10:26:48.750000,New+York,1001,278.7,clear sky
2019-01-09 10:26:50.838000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:52.982000,London,1029,276.06,shower rain
2019-01-09 10:26:55.182000,New+York,1001,278.7,clear sky
2019-01-09 10:26:57.261000,Tokyo,1023,276.21,clear sky
2019-01-09 10:26:59.560000,London,1029,276.06,shower rain
2019-01-09 10:27:01.722000,New+York,1001,278.7,clear sky
2019-01-09 10:27:03.809000,Tokyo,1023,276.21,clear sky
2019-01-09 10:27:05.884000,London,1029,276.06,shower rain
2019-01-09 10:27:07.962000,New+York,1001,278.7,clear sky
2019-01-09 10:27:10.043000,Tokyo,1023,276.21,clear sky
2019-01-09 10:27:12.129000,London,1029,276.06,shower rain
2019-01-09 10:27:14.328000,New+York,1001,278.7,clear sky
2019-01-09 10:27:16.472000,Tokyo,1023,276.21,clear sky
2019-01-09 10:27:18.550000,London,1029,276.06,shower rain
2019-01-09 10:27:20.635000,New+York,1001,278.7,clear sky
2019-01-09 10:27:22.708000,Tokyo,1023,276.21,clear sky
2019-01-09 10:27:24.779000,London,1029,276.06,shower rain
2019-01-09 10:27:26.858000,New+York,1001,278.7,clear sky
2019-01-09 10:27:29.061000,Tokyo,1023,276.21,clear sky
2019-01-09 10:28:52.871000,London,1029,276.06,shower rain
2019-01-09 10:28:55.109000,New+York,1001,278.7,clear sky
2019-01-09 10:28:57.236000,Tokyo,1023,276.21,clear sky
2019-01-09 10:28:57.855000,London,1029,276.06,shower rain
2019-01-09 10:28:59.315000,London,1029,276.06,shower rain
2019-01-09 10:41:35.795000,London,1029,276.34,light rain
2019-01-09 10:41:38.041000,New+York,1001,278.85,clear sky
2019-01-09 10:42:08.105000,London,1029,276.34,light rain
2019-01-09 10:42:10.182000,New+York,1001,278.85,clear sky
2019-01-09 10:42:12.294000,Tokyo,1023,276.2,few clouds
2019-01-09 10:42:14.431000,London,1029,276.34,light rain
2019-01-09 10:42:16.520000,New+York,1001,278.85,clear sky
2019-01-09 10:42:18.860000,Tokyo,1023,276.2,few clouds
2019-01-09 10:54:36.981000,London,1029,276.34,light rain
2019-01-09 10:54:39.064000,New+York,1000,278.84,scattered clouds
2019-01-09 10:54:41.151000,Tokyo,1023,276.13,clear sky
2019-01-09 10:54:43.220000,London,1029,276.34,light rain
2019-01-09 10:54:45.657000,New+York,1000,278.84,scattered clouds
2019-01-09 10:54:47.885000,Tokyo,1023,276.13,clear sky
2019-01-09 10:54:49.943000,London,1029,276.34,light rain
2019-01-09 10:54:52.002000,New+York,1000,278.84,scattered clouds
2019-01-09 10:54:54.071000,Tokyo,1023,276.13,clear sky
2019-01-09 10:54:56.183000,London,1029,276.34,light rain
2019-01-09 10:54:58.252000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:00.451000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:02.596000,London,1029,276.34,light rain
2019-01-09 10:55:04.656000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:06.723000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:08.789000,London,1029,276.34,light rain
2019-01-09 10:55:10.864000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:11.052000,London,1029,276.34,light rain
2019-01-09 10:55:12.926000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:13.108000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:15.082000,London,1029,276.34,light rain
2019-01-09 10:55:15.168000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:17.361000,London,1029,276.34,light rain
2019-01-09 10:55:17.370000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:19.444000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:21.507000,London,1029,276.34,light rain
2019-01-09 10:55:23.567000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:25.618000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:28.042000,London,1029,276.34,light rain
2019-01-09 10:55:30.250000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:32.330000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:34.394000,London,1029,276.34,light rain
2019-01-09 10:55:36.464000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:37.871000,London,1029,276.34,light rain
2019-01-09 10:55:38.519000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:39.933000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:40.576000,London,1029,276.34,light rain
2019-01-09 10:55:42.008000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:43.130000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:44.092000,London,1029,276.34,light rain
2019-01-09 10:55:45.300000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:46.241000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:47.361000,London,1029,276.34,light rain
2019-01-09 10:55:48.311000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:49.431000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:50.418000,London,1029,276.34,light rain
2019-01-09 10:55:51.500000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:52.502000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:53.569000,London,1029,276.34,light rain
2019-01-09 10:55:54.579000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:55.620000,New+York,1000,278.84,scattered clouds
2019-01-09 10:55:56.914000,London,1029,276.34,light rain
2019-01-09 10:55:57.922000,Tokyo,1023,276.13,clear sky
2019-01-09 10:55:59.122000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:00.068000,London,1029,276.34,light rain
2019-01-09 10:56:01.208000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:02.134000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:03.295000,London,1029,276.34,light rain
2019-01-09 10:56:03.497000,London,1029,276.34,light rain
2019-01-09 10:56:04.216000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:05.379000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:05.566000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:06.275000,London,1029,276.34,light rain
2019-01-09 10:56:07.464000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:07.648000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:08.333000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:09.545000,London,1029,276.34,light rain
2019-01-09 10:56:09.726000,London,1029,276.34,light rain
2019-01-09 10:56:10.402000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:11.711000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:12.032000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:12.667000,London,1029,276.34,light rain
2019-01-09 10:56:13.933000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:14.796000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:16.054000,London,1029,276.34,light rain
2019-01-09 10:56:16.858000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:18.136000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:19.125000,London,1029,276.34,light rain
2019-01-09 10:56:20.211000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:21.196000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:22.303000,London,1029,276.34,light rain
2019-01-09 10:56:23.457000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:24.377000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:25.792000,London,1029,276.34,light rain
2019-01-09 10:56:26.478000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:27.910000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:28.616000,London,1029,276.34,light rain
2019-01-09 10:56:29.971000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:30.688000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:32.041000,London,1029,276.34,light rain
2019-01-09 10:56:32.975000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:34.104000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:35.055000,London,1029,276.34,light rain
2019-01-09 10:56:36.181000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:37.141000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:38.272000,London,1029,276.34,light rain
2019-01-09 10:56:39.417000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:40.430000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:41.551000,London,1029,276.34,light rain
2019-01-09 10:56:43.006000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:43.681000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:45.272000,London,1029,276.34,light rain
2019-01-09 10:56:45.744000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:47.324000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:47.813000,London,1029,276.34,light rain
2019-01-09 10:56:49.376000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:49.889000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:51.451000,London,1029,276.34,light rain
2019-01-09 10:56:51.974000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:53.511000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:54.063000,London,1029,276.34,light rain
2019-01-09 10:56:55.917000,Tokyo,1023,276.13,clear sky
2019-01-09 10:56:56.153000,New+York,1000,278.84,scattered clouds
2019-01-09 10:56:58.112000,London,1029,276.34,light rain
2019-01-09 10:56:58.803000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:00.259000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:00.873000,London,1029,276.34,light rain
2019-01-09 10:57:02.324000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:02.946000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:04.386000,London,1029,276.34,light rain
2019-01-09 10:57:05.210000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:06.447000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:07.287000,London,1029,276.34,light rain
2019-01-09 10:57:08.516000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:10.095000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:10.595000,London,1029,276.34,light rain
2019-01-09 10:57:12.835000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:12.876000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:14.916000,London,1029,276.34,light rain
2019-01-09 10:57:14.944000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:16.990000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:17.002000,London,1029,276.34,light rain
2019-01-09 10:57:19.060000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:19.067000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:21.141000,London,1029,276.34,light rain
2019-01-09 10:57:21.344000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:23.638000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:23.767000,London,1029,276.34,light rain
2019-01-09 10:57:25.768000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:26.043000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:27.850000,London,1029,276.34,light rain
2019-01-09 10:57:28.104000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:29.938000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:30.165000,London,1029,276.34,light rain
2019-01-09 10:57:32.010000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:32.423000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:34.089000,London,1029,276.34,light rain
2019-01-09 10:57:34.490000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:36.211000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:36.554000,London,1029,276.34,light rain
2019-01-09 10:57:38.650000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:38.678000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:40.741000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:41.080000,London,1029,276.34,light rain
2019-01-09 10:57:42.831000,London,1029,276.34,light rain
2019-01-09 10:57:43.160000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:44.898000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:45.235000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:46.960000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:47.309000,London,1029,276.34,light rain
2019-01-09 10:57:49.229000,London,1029,276.34,light rain
2019-01-09 10:57:49.394000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:51.297000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:51.473000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:53.416000,Tokyo,1023,276.13,clear sky
2019-01-09 10:57:54.310000,London,1029,276.34,light rain
2019-01-09 10:57:55.571000,London,1029,276.34,light rain
2019-01-09 10:57:56.488000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:57.634000,New+York,1000,278.84,scattered clouds
2019-01-09 10:57:58.574000,Tokyo,1023,276.13,clear sky
